CompanyID,CompanyName,Department,Address,City,Province,PostalCode,ContactName,ContactPhone,AccountNumberExactLenght,AccountNumberMinimumLength,AccountNumberMaximumLength,EditRulesForAccountNumbers,DataTypeFormatForAccountNumbers,ValidStartForAccountNumbers,InvalidStartForAccountNumbers,ValidEndForAccountnumbers,InvalidEndForAccountNumbers,Timestamp,CCIN,CompanyFrenchName,CompanyEnglishShortName,CompanyFrenchShortName,LanguageIndicator,EffectiveDate,CurrentRecord,CreditorType
"8113","PIERRE & CAMILLE DUPUIS INC.","","2150 Boul Pierre-Bernard","MONTREAL","QC","H1L 4P4","Sonia DuRuisseau","=""0""","4","","99","","XXXX","","","","","7/31/2014 9:34:06 AM","90029918","PIERRE & CAMILLE DUPUIS INC.","P. & C. DUPUIS","P. & C. DUPUIS","F","1/10/2005 12:00:00 AM","Y","CR"
"8114","MUNICIPALITE DE SAINTE-CLAIRE-TAXES","","135 Rue Principale","SAINTE-CLAIRE","QC","G0R 2V0","Guylaine Lambert","=""0""","18","","99","","NNNNNNNNNNNNNNNNNN","","","","","7/7/2011 9:47:32 AM","90029892","MUNICIPALITE DE SAINTE-CLAIRE-TAXES","STE-CLAIRE-TAX","STE-CLAIRE-TAX","F","1/10/2005 12:00:00 AM","Y","CR"
"8115","VILLE DE MONTMAGNY - TAXES","","134 Rue St-Jean-Baptiste Est","MONTMAGNY","QC","G5V 1K6","Yves Vellieux","=""0""","19","","99","M","NNNNNNNNNNNNNNNNNNN","","","","","12/7/2008 4:53:58 AM","90029927","VILLE DE MONTMAGNY - TAXES","MONTMAGNY - TAX","MONTMAGNY - TAX","F","1/10/2005 12:00:00 AM","Y","CR"
"8116","VILLE LEBEL-SUR-QUEVILLON-TX & MUT","","500 Place Quevillon C.P. 430","LEBEL-SUR-QUEVILLON","QC","J0Y 1X0","Luce Paradis","=""0""","99","","12","","NNNNNNNNNNNN","","","","","2/11/2010 11:30:45 AM","90029981","VILLE LEBEL-SUR-QUEVILLON-TX & MUT","LEB-QUEVILLN-TX","LEB-QUEVILLN-TX","F","1/10/2005 12:00:00 AM","Y","CR"
"8117","VILLE DE SAINTE-ADELE - TAXES","","1381 Boul de Sainte-Adele","STE-ADELE","QC","J8B 1A3","Brigitte Forget","=""0""","16","","99","","NNNNNNNNNNNNNNNN","","","","","12/20/2012 8:06:27 AM","90029794","VILLE DE SAINTE-ADELE - TAXES","SAINTE-ADELE-TX","SAINTE-ADELE-TX","F","1/11/2005 12:00:00 AM","Y","CR"
"8118","CAMIONS TROIS-RIVIERES","","300 Rue Quenneville","TROIS-RIVIERES OUES","QC","G9A 5J9","Marc Bellermare","=""0""","99","","=""06""","","NNNNNN","","","","","12/7/2008 4:53:58 AM","90030345","CAMIONS TROIS-RIVIERES","CAMIONS TRO-RIV","CAMIONS TRO-RIV","F","1/11/2005 12:00:00 AM","Y","CR"
"8119","GARAGA INC.","","8500 25 Avenue","ST. GEORGES","QC","G6A 1K5","Caroline Pare","=""0""","9","","99","","XXXXXXXXX","","","","","12/7/2008 4:53:58 AM","90029767","GARAGA INC.","GARAGA INC.","GARAGA INC.","F","1/11/2005 12:00:00 AM","Y","CR"
"8120","JEAN FORTIN & ASSOCIES SYNDICS","","2360 Boul Marie Victoria Ste. 200","LONGUEUIL","QC","J4G 1B5","Jean L Fortin","=""0""","18","","99","","XXXXXXXXXXXXXXXXXX","","","","","12/7/2008 4:53:58 AM","90026305","JEAN FORTIN & ASSOCIES SYNDICS","J. FORTIN& ASSO","J. FORTIN& ASSO","F","1/11/2005 12:00:00 AM","Y","CR"
"8122","VILLE DE DOLBEAU-MISTASSINI - TAXES","","1100 Boul Wallberg","DOLBEAU-MISTASSINI","QC","G8L 1G7","Frederic Lemieux","=""0""","18","","99","","NNNNNNNNNNNNNNNNNN","","","","","12/7/2008 4:53:58 AM","90029712","VILLE DE DOLBEAU-MISTASSINI - TAXES","DOLBEAU-MISTASS","DOLBEAU-MISTASS","F","1/11/2005 12:00:00 AM","Y","CR"
"8123","7 EYES LEASING","","Box 556","ORONO","ON","L0B 1M0","Bonnie Caruana","=""0""","5","","99","","NNNNN","","","","","12/7/2008 4:53:58 AM","=""00000000""","","7 EYES LEASING","7 EYES LEASING","E","1/20/2005 12:00:00 AM","Y","CR"
"8124","A-LINE ATLANTIC INC.","","6-43 Maple Valley Road","CORNER BROOK","NL","A2H 6T3","Keith Roberts","=""0""","99","","=""05""","","NNNNN","","","","","12/7/2008 4:53:58 AM","=""00000000""","A-LINE ATLANTIC INC.","A-LINE ATLANTIC","A-LINE ATLANTIC","E","1/20/2005 12:00:00 AM","Y","CR"
"8125","AGRI-SERVICE DMR INC.","","31 Cour Du C.P.R.","SAINT-FELIX-DE-VALO","QC","J0K 2M0","Micheline Grand Maison","=""0""","6","","99","","NNNNNN","","","","","11/30/2012 10:41:16 AM","=""00000000""","AGRI-SERVICE DMR INC.","AGRI-SER. DMR","AGRI-SER. DMR","F","1/20/2005 12:00:00 AM","Y","CR"
"8126","REAL MONDOU INC.","","12429 Route Arthur Sauve","MIRABEL","QC","J7N 2C2","Carole LaFrance","=""0""","6","","99","","NNNNNN","","","","","11/30/2012 10:40:59 AM","=""00000000""","REAL MONDOU INC.","REAL MONDOU INC","REAL MONDOU INC","F","1/20/2005 12:00:00 AM","Y","CR"
"8127","AGRI-TREND AGROLOGY (CANADA) LTD.","","#2 6209-46 Avenue","RED DEER","AB","T4N 6Z1","Shane Eckel","=""0""","6","","99","","XXXXXX","","","","","11/21/2014 10:55:28 AM","=""00000000""","","AGRI-TREND AGRO","AGRI-TREND AGRO","E","1/20/2005 12:00:00 AM","Y","CR"
"8128","MARANDY HOLDINGS LTD.","","P.O. Box 340","SMITHERS","BC","V0J 2N0","Marg Howard","=""0""","99","","=""05""","","NNNNN","","","","","12/12/2008 10:48:43 AM","=""00000000""","","MARANDY HOLDING","MARANDY HOLDING","E","1/20/2005 12:00:00 AM","Y","CR"
"8129","BC/YUKON COMMAND ROYAL CDN LEGION","","1010 St. George blvd. Suite 302","MONCTON","NB","E1E 4W3","Joanne Boleyn","=""0""","12","","99","","AAAANNNNNNNN","BCCL                                                                                               ","","","","6/6/2013 9:46:40 AM","90030318","","BC/YUKON COMMAN","BC/YUKON COMMAN","E","1/20/2005 12:00:00 AM","Y","CR"
"8130","BARRIE COUNTRY CLUB","","P.O. Box 628","BARRIE","ON","L4M 4V1","Cory Woolhead","=""0""","99","","=""06""","","XXXXXX","","","","","12/7/2008 4:53:58 AM","=""00000000""","","BARRIE CTY CLUB","BARRIE CTY CLUB","E","1/20/2005 12:00:00 AM","Y","CR"
"8131","BAY ROBERTS (TOWN) - TAXES","","P.O. Box 114","BAY ROBERTS","NL","A0A 1G0","Christine Bradbury","=""0""","8","","99","","AAAAANNN","","","","","12/7/2008 4:53:58 AM","=""00000000""","","BAY ROBERTS-TAX","BAY ROBERTS-TAX","E","1/20/2005 12:00:00 AM","Y","CR"
"8132","BIO-AG CONSULTANTS & DISTRIBUTORS","","1400 Greenwood Hill Road Box 189","WELLESLEY","ON","N0B 2T0","Grace Oesch","=""0""","99","","11","","XXXXXXXXXXX","","","","","12/7/2008 4:53:58 AM","=""00000000""","","BIO-AG CON & DI","BIO-AG CON & DI","E","1/20/2005 12:00:00 AM","Y","CR"
"8134","BROWNING HARVEY LIMITED","","15 Ropewalk Lane","ST. JOHNS","NL","A1C 5J1","Scott Antie","=""0""","6","","99","","NNNNNN","","","","","12/7/2008 4:53:58 AM","=""00000000""","","BROWING HARVEY","BROWING HARVEY","E","1/20/2005 12:00:00 AM","Y","CR"
"8135","COLLECT COM CREDIT","","3680 Victoria Park Ave. Suite 100","TORONTO","ON","M2H 3K1","Elliott Ocopnick","=""0""","99","","10","","NNNNNNNNNN","","","","","7/10/2013 9:59:03 AM","=""00000000""","AGENCE DE RECOUVREMENT COM CREDIT","COLLECT COM CR","COLLECT COM CR","E","1/20/2005 12:00:00 AM","Y","CR"
"8136","COLLECT COM CREDIT - QUEBEC","","4155 Sheppard Avenue East","TORONTO","ON","M1S 1T4","Elliott Ocopnick","=""0""","99","","10","","NNNNNNNNNN","","","","","7/10/2013 12:23:39 PM","=""00000000""","AGENCE RECOUVREMENT COM CREDIT-QC","COLLECT COM-QC","COLLECT COM-QC","E","1/20/2005 12:00:00 AM","Y","CR"
"8137","CORDOVA BAY UNITED CHURCH","","813 Claremont Avenue","VICTORIA","BC","V8Y 1J9","Linda Smith-McMahon","=""0""","99","","=""04""","","NNNN","","","","","12/7/2008 4:53:58 AM","=""00000000""","","CORDOVA BAY CHU","CORDOVA BAY CHU","E","1/20/2005 12:00:00 AM","Y","CR"
"8138","COTEAU HILLS RURAL WATER PIPELINE","","Box 74","BEECHY","SK","S0L 0C0","Keith Andrews","=""0""","3","","99","","NNN","","","","","12/7/2008 4:53:58 AM","=""00000000""","","COTEAU HILLS WT","COTEAU HILLS WT","E","1/20/2005 12:00:00 AM","Y","CR"
"8139","CREDIFAX ONTARIO LIMITED","","1064 Hargrieve Road Unit C","LONDON","ON","N6E 1P5","Larry Taylor","=""0""","8","","99","","XXXXXXXX","","","","","6/17/2009 8:19:40 AM","=""00000000""","","CREDIFAX ONT.","CREDIFAX ONT.","E","1/20/2005 12:00:00 AM","Y","CR"
"8140","DEGELMAN INDUSTRIES LTD.","","272 Industrial Drive","REGINA","SK","S4P 3B1","Rosie Poyntz-Wright","=""0""","6","","99","","NNNNNN","","","","","12/7/2008 4:53:58 AM","=""00000000""","","DEGELMAN INDUST","DEGELMAN INDUST","E","1/20/2005 12:00:00 AM","Y","CR"
"8141","DONER-HORSLEY INSURANCE BROKERS LTD","","P.O. Box 819 22 Victoria St. E.","ALLISTON","ON","L9R 1S8","Anne Fess","=""0""","5","","99","","XXXXX","","","","","1/15/2010 1:20:49 PM","=""00000000""","","DONER-HORSLEY","DONER-HORSLEY","E","1/20/2005 12:00:00 AM","Y","CR"
"8142","EAGLE RIDGE HOMEOWNERS ASSOCIATION","","538 Heffernan Dr. NW","EDMONTON","AB","T6R 2K4","ERHA Administrator","=""0""","99","","=""08""","","AAAANNNN","ERHA                                                                                               ","","","","12/7/2008 4:53:58 AM","=""00000000""","","EAGLE RIDGE HMO","EGALE RIDGE HMO","E","1/20/2005 12:00:00 AM","Y","CR"
"8143","ERDEN","","4060 Monselet Bureau 7","MONTREAL","QC","H1H 2C5","Eric Allard","=""0""","99","","=""04""","","NNNN","","","","","12/7/2008 4:53:58 AM","=""00000000""","","ERDEN","ERDEN","E","1/20/2005 12:00:00 AM","Y","CR"
"8145","FCS SECURITY","","5570 MacDonald","MONTREAL","QC","H3X 2W7","Real Gatto","=""0""","6","","99","","XXNNNN","","","","","12/14/2010 2:03:57 PM","=""00000000""","","FCS SECURITY","FCS SECURITY","E","1/20/2005 12:00:00 AM","Y","CR"
"8146","GRAIN INSURANCE AND GUARANTEE CO.","","1240 One Lombard Place","WINNIPEG","MB","R3B 0V9","Fred Cox","=""0""","4","","99","","NNNN","","","","","11/27/2012 11:25:36 AM","=""00000000""","","GRAIN INS & GUA","GRAIN INS & GUA","E","1/20/2005 12:00:00 AM","Y","CR"
"8147","HERBERT (TOWN) - TAXES","","P.O. Box 370","HERBERT","SK","S0H 2A0","Susan Chase","=""0""","99","","=""06""","","NNNNNN","","","","","12/7/2008 4:53:58 AM","=""00000000""","","HERBERT TWN-TX","HERBERT TWN-TX","E","1/20/2005 12:00:00 AM","Y","CR"
"8148","HERBERT (TOWN) - WATER & SEWER","","P.O. Box 370","HERBERT","SK","S0H 2A0","Susan Chase","=""0""","4","","99","","NNNN","","","","","12/7/2008 4:53:58 AM","=""00000000""","","HERBERT-WTR&SEW","HERBERT-WTR&SEW","E","1/20/2005 12:00:00 AM","Y","CR"
"8149","INDIAN AGRICULTURAL PROGRAM OF ONT.","","220 North Street Box 100","STIRLING","ON","K0K 3E0","Connie Reid","=""0""","7","","99","","NNNNNNN","=""00                                                                                                 ""","","","","12/7/2008 4:53:58 AM","=""00000000""","","INDIAN AGRI. PR","INDIAN AGRI. PR","E","1/20/2005 12:00:00 AM","Y","CR"
"8150","J. AUSTIN AND SONS LIMITED","","P.O. Box 40","KINMOUNT","ON","K0M 2A0","Julie Austin","=""0""","99","","=""06""","","NNNNNN","","","","","12/7/2008 4:53:58 AM","=""00000000""","","AUSTIN & SON LT","AUSTIN & SON LT","E","1/20/2005 12:00:00 AM","Y","CR"
"8151","LAMBERT OIL","","2145 Dundas St. W.","TORONTO","ON","M6R 1X1","Laureen Gaudio","=""0""","8","","99","","NNNNNNNN","","","","","12/7/2008 4:53:58 AM","=""00000000""","","LAMBERT OIL","LAMBERT OIL","E","1/20/2005 12:00:00 AM","Y","CR"
"8153","KILLARNEY (MUN) - TAXES","","32 Commissioner Street","KILLARNEY","ON","P0M 2A0","Anna Cummings","=""0""","19","","99","","NNNNNNNNNNNNNNNNNNN","5136000                                                                                            ","","","","11/16/2009 1:32:15 PM","=""00000000""","","KILLARNEY-MU-TX","KILLARNEY-MU-TX","E","1/20/2005 12:00:00 AM","Y","CR"
"8154","KILLARNEY (MUN) - WATER","","32 Commissioner Street","KILLARNEY","ON","P0M 2A0","Anna Cummings","=""0""","19","","99","","NNNNNNNNNNNNNNNNNNN","5136000                                                                                            ","","","","11/16/2009 1:33:51 PM","=""00000000""","","KILLARNEY-MU-WT","KILLARNEY-MU-WT","E","1/20/2005 12:00:00 AM","Y","CR"
"8155","KILLARNEY (MUN) - SEWER","","32 Commissioner Street","KILLARNEY","ON","P0M 2A0","Anna Cummings","=""0""","19","","99","","NNNNNNNNNNNNNNNNNNN","5136000                                                                                            ","","","","11/16/2009 1:34:50 PM","=""00000000""","","KILLARNEY MU-TX","KILLARNEY MU-TX","E","1/20/2005 12:00:00 AM","Y","CR"
"8156","NORTH CENTRAL RURAL PIPELINE ASSOCI","","120 Main Street","CUDWORTH","SK","S0K 1B0","Lloyd Wedewer","=""0""","99","","=""03""","","NNN","","","","","12/7/2008 4:53:58 AM","=""00000000""","","N. CTR PIPELINE","N. CTR PIPELINE","E","1/20/2005 12:00:00 AM","Y","CR"
"8157","PARK & BRAITHWAITE","","P.O. Box 434","NANAIMO","BC","V9R 5L3","David Braithwaite","=""0""","6","","99","","XXXXXX","","","","","12/7/2008 4:53:58 AM","=""00000000""","","PK &BRAITHWAITE","PK &BRAITHWAITE","E","1/20/2005 12:00:00 AM","Y","CR"
"8159","PARK STRAND APARTMENTS","","1999 Nelson Street Ste. 502","VANOCUVER","BC","V6G 1N4","Charles Wertman","=""0""","3","","99","","NNN","","","","","12/7/2008 4:53:58 AM","=""00000000""","","PARK STRAND APT","PARK STRAND APT","E","1/20/2005 12:00:00 AM","Y","CR"
"8160","REDVERS CO-OP","","Box 369","REDVERS","SK","S0C 2H0","Barbara Anderson","=""0""","6","","99","","NNNNNN","","","","","12/7/2008 4:53:58 AM","=""00000000""","","REDVERS CO-OP","REDVERS CO-OP","E","1/20/2005 12:00:00 AM","Y","CR"
"8161","ROYAL ROADS UNIVERSITY","","2005 Sooke Road","VICTORIA","BC","V9B 5Y2","Jody McDowell","=""0""","6","","99","","NNNNNN","","","","","12/7/2008 4:53:58 AM","=""00000000""","","ROYAL ROADS UNI","ROYAL ROADS UNI","E","1/20/2005 12:00:00 AM","Y","CR"
"8162","MUN. SAINT-GABRIEL-DE-VALCARTIER-TX","","1743 Boulevard Valcartier","ST GABRIEL DE VALCA","QC","G0A 4S0","Heidi Lafrance","=""0""","10","","99","","NNNNNNNNNN","","","","","11/19/2012 11:13:33 AM","=""00000000""","MUN. SAINT-GABRIEL-DE-VALCARTIER-TX","ST.GABRIEL-VALC","ST.GABRIEL-VALC","F","1/20/2005 12:00:00 AM","Y","CR"
"8163","SCOTT (TOWN) - TAXES","","Box 96","SCOTT","SK","S0K 4A0","Aileen Garrett","=""0""","99","","=""05""","","NNNNN","","","","","4/9/2013 9:54:08 AM","=""00000000""","","SCOTT TWN-TAX","SCOTT TWN-TAX","E","1/20/2005 12:00:00 AM","Y","CR"
"8164","SCOTT (TOWN) - WATER & SEWER","","Box 96","SCOTT","SK","S0K 4A0","Aileen Garrett","=""0""","99","","=""05""","","NNNNN","","","","","4/9/2013 9:57:11 AM","=""00000000""","","SCOTT-TWN-WT&SW","SCOTT-TWN-WT&SW","E","1/20/2005 12:00:00 AM","Y","CR"
"8165","STORCK CANADA INC.","","1 City Centre Drive Sutie 801","MISSISSAUGA","ON","L5B 1M2","Didi DaSilveira","=""0""","6","","99","","NNNNNN","","","","","12/7/2008 4:53:58 AM","=""00000000""","","STORCK CANADA","STORCK CANADA","E","1/20/2005 12:00:00 AM","Y","CR"
"8166","TELNET COMMUNICATIONS","","306 King St. West","OSHAWA","ON","L1J 2J9","Accounts Receivable","=""0""","99","","=""09""","","NNNNNNNNN","","","","","7/7/2010 1:54:14 PM","=""00000000""","","TELNET COMMUNIC","TELNET COMMUNIC","E","1/20/2005 12:00:00 AM","Y","CR"
"8167","THE HEARING FOUNDATION OF CANADA","","330 Bay Street Suite 1402","TOROTNO","ON","M5H 2S8","Homa Atrvash","=""0""","99","","=""06""","","NNNNNN","","","","","5/14/2015 11:30:56 AM","=""00000000""","LA FONDATION CANADIENNE DE L'OUIE","HEARING FOUNDAT","HEARING FOUNDAT","E","1/20/2005 12:00:00 AM","Y","CR"
"8168","THE MARKET WORSHIP CENTRE","","129 Prestwick Estate Way S.E.","CALGARY","AB","T2Z 3Z2","Ken Reid","=""0""","6","","99","","NNNNNN","","","","","12/7/2008 4:53:58 AM","=""00000000""","","MARKET WORKSHIP","MARKET WORKSHIP","E","1/20/2005 12:00:00 AM","Y","CR"
"8169","THOMSON LAKE REGIONAL PARK","","P.O. Box 520","LAFLECHE","SK","S0H 2K0","Michael Murphy","=""0""","99","","15","","AAAAAAAAAAAAAAA","","","","","9/3/2014 1:07:56 PM","=""00000000""","","THOMSON LAKE","THOMSON LAKE","E","1/14/2005 12:00:00 AM","Y","CR"
"8170","TIP OF THE GLACIER WATER","","1012-C Columbia Street P.O.Box 2767","SMITHERS","BC","V0J 2N0","Mark Weme","=""0""","99","","=""08""","","NNNNNNNN","","","","","8/27/2009 2:11:14 PM","=""00000000""","","TIP OF THE GLAC","TIP OF THE GLAC","E","1/20/2005 12:00:00 AM","Y","CR"
"8171","TISDALE (TOWN) - TAXES","","Box 1090","TISDALE","SK","S0E 1T0","Brenda Brandon","=""0""","99","","11","","NNNNNNNNNNN","","","","","12/7/2008 4:53:58 AM","=""00000000""","","TISDALE TWN-TAX","TISDALE TWN-TAX","E","1/20/2005 12:00:00 AM","Y","CR"
"8172","TISDALE (TOWN) - WATER & SEWER","","Box 1090","TISDALE","SK","S0E 1T0","Brenda Brandon","=""0""","99","","=""07""","","NNNNNNN","","","","","12/7/2008 4:53:58 AM","=""00000000""","","TISDALE WTR&SEW","TISDALE WTR&SEW","E","1/20/2005 12:00:00 AM","Y","CR"
"8173","TRAMPING LAKE NO.380 (R.M.) - TAXES","","Box 129","SCOTT","SK","S0K 4A0","Stacy Hawkins","=""0""","99","","=""05""","","NNNNN","","","","","3/25/2010 4:30:23 PM","=""00000000""","","R.M.TR LK380-TX","R.M.TR LK380-TX","E","1/20/2005 12:00:00 AM","Y","CR"
"8175","VALCARTIER CABLE INC.","","1745 Boulevard Valcartier","ST-GABRIEL-DE-VALC","QC","G0A 4S0","Margaret Baker","=""0""","3","","99","","NNN","","","","","11/19/2012 11:13:45 AM","=""00000000""","","VALCARTIER CABL","VALCARTIER CABL","F","1/20/2005 12:00:00 AM","Y","CR"
"8177","WYNYARD CO-OP ASSOCIATION LTD.","","Box 1090","WYNYARD","SK","S0A 4T0","Mike Nord","=""0""","99","","10","","NNNNNNNNNN","","","","","12/7/2008 4:53:58 AM","=""00000000""","","WYNYARD CO-OP","WYNYARD CO-OP","E","1/20/2005 12:00:00 AM","Y","CR"
"8178","FLEMING COLLEGE - TUITION","","599 Brealey Drive","PETERBOROUGH","ON","K9J 7B1","Debbie Heffernon","=""0""","99","","11","","XXXXXXXXXXX","","","","","12/7/2008 4:53:58 AM","90003758","","FLEMING COL-TUI","FLEMING COL-TUI","E","1/14/2005 12:00:00 AM","Y","CR"
"8179","FLEMING COLLEGE - RESIDENCE","","599 Brealey Drive","PETERBOROUGH","ON","K9J 7B1","Debbie Heffernon","=""0""","99","","11","","XXXXXXXXXXX","","","","","12/7/2008 4:53:58 AM","90030354","","FLEMING COL-RES","FLEMING COL-RES","E","1/14/2005 12:00:00 AM","Y","CR"
"8181","VILLE DE MIRABEL - TAXES","","14111 Rue St-Jean","MIRABEL","QC","J7J 1Y3","Tresorerie","=""0""","18","","99","S","NNNNNNNNNNNNNNNNNN","","","","","1/5/2010 9:57:06 AM","90030327","VILLE DE MIRABEL - TAXES","VIL MIRABEL-TX","VIL MIRABEL-TX","F","2/9/2005 12:00:00 AM","Y","CR"
"8182","MUN. DE L'ANSE ST-JEAN - TAX & MUT","","3 Rue Du Couvent","L'ANSE ST-JEAN","QC","G0V 1J0","Gervaise Houde","=""0""","20","","99","","ANNNNNNNNNNNNNNNNNNN","F  D A                                                                                             ","","","","2/23/2011 2:55:52 PM","90030005","MUN. DE L'ANSE ST-JEAN - TAX & MUT","L'ANSE ST-JEAN","L'ANSE ST-JEAN","F","2/10/2005 12:00:00 AM","Y","CR"
"8183","CENTRE AGRICOLE NICOLET-YAMASKA","","2025 Boul Louis-Frechette","NICOLET","QC","J3T 1M4","Steeve Girard","=""0""","5","","99","","NNNNN","","","","","12/7/2008 4:53:58 AM","90030416","CENTRE AGRICOLE NICOLET-YAMSAKA","CTR NICOLET-YAM","CTR NICOLET-YAM","F","2/10/2005 12:00:00 AM","Y","CR"
"8184","INSTITUT TECH. AGRO DE LA POCATIERE","","410 Poire","LA POCATIERE","QC","G0R 1Z0","Michel Pierre Tremblay","=""0""","12","","99","","AAAANNNNNNNN","","","","","12/7/2008 4:53:58 AM","90030130","INSTITUT TECH. AGRO DE LA POCATIERE","ITA  POCATIERE","ITA POCATIERE","F","2/10/2005 12:00:00 AM","Y","CR"
"8185","MUNICIPALITE DE CHAMBORD - TAXES","","1526 Rue Principale","CHAMBORD","QC","G0W 1G0","Steve Gagnon","=""0""","20","","99","S","ANNNNNNNNNNNNNNNNNNN","F                                                                                                  ","","","","12/7/2008 4:53:58 AM","90030256","MUNICIPALITE DE CHAMBORD - TAXES","MUN CHAMBORD-TX","MUN CHAMBORD-TX","F","2/10/2005 12:00:00 AM","Y","CR"
"8186","MUNICIPALITE DE SAINTE-MELANIE-TAXE","","10 Rue Louis-Charles-Panet","SAINTE-MELANIE","QC","J0K 3A0","Rejean Marsolais","=""0""","10","","99","","NNNNNNNNNN","","","","","12/7/2008 4:53:58 AM","90030381","MUNICIPALITE DE SAINTE-MELANIE-TAXE","ST-MELANIE-TAXE","ST-MELANIE-TAXE","F","2/10/2005 12:00:00 AM","Y","CR"
"8187","MUNICIPALITE DE STOKE - TAXES","","403 Rue Principale Ouest","STOKE","QC","J0B 3G0","Adele Madore","=""0""","10","","99","","NNNNNNNNNN","","","","","12/7/2008 4:53:58 AM","90030452","MUNICIPALITE DE STOKE - TAXES","MUN. STOKE-TAXE","MUN. STOKE-TAXE","F","2/10/2005 12:00:00 AM","Y","CR"
"8188","MUNICIPALITE D'ULVERTON - TAXES","","151 Route 143","ULVERTON","QC","J0B 2B0","France Cote","=""0""","18","","99","M","NNNNNNNNNNNNNNNNNN","","","","","2/22/2011 8:52:12 AM","90030336","MUNICIPALITE D' ULVERTON - TAXES","MUN ULVERTON-TX","MUN ULVERTON-TX","F","2/10/2005 12:00:00 AM","Y","CR"
"8191","CLUBTEL","","7100 Jean Taion Est. Bureau 850","ANJOU","QC","H1M 3S3","Jean Denis","=""0""","9","","99","S","NNNNNNNNN","","","","","1/8/2009 8:23:50 AM","90029428","CLUBTEL","CLUBTEL","CLUBTEL","F","2/10/2005 12:00:00 AM","Y","CR"
"8192","PRIMO SELF STORAGE","","995 Moodie Dr. South","NEPEAN","ON","K2R 1H4","Wilma Ladurantaye","=""0""","5","","99","","NNNNN","","","","","4/28/2009 8:26:07 AM","=""00000000""","PRIMO SELF STORAGE","PRIMO SELF STOR","PRIMO SELF STOR","E","2/10/2005 12:00:00 AM","Y","CR"
"8193","RAPIDE INVESTIGATION CAN. AGE. REC.","","739 De La Commune Ouest","MONTREAL","QC","H3C 1X7","Gilles Hubert","=""0""","6","","99","","NNNNNN","","","","","12/7/2008 4:53:58 AM","90025057","RAPIDE INVESTIGATION CAN. AGE. REC.","RAPIDE INV REC.","RAPIDE INV REC.","F","2/10/2005 12:00:00 AM","Y","CR"
"8194","RAPIDE INVESTIGATION CANADA LTEE","","739 De La Commune Ouest","MONTREAL","QC","H3C 1X7","Gilles Hubert","=""0""","10","","99","","XXXXXXXXXX","","","","","12/7/2008 4:53:58 AM","90024860","RAPIDE INVESTIGATION CANADA LTEE","RAPIDE INV LTEE","RAPIDE INV LTEE","F","2/10/2005 12:00:00 AM","Y","CR"
"8195","NATIONAL STUDENT LOANS SERVICES CTR","","2 Robert Speck Parkway Suite 1600","MISSISSAUGA","ON","L4Z 1H8","Jodi Wilson","=""0""","7","","99","","NNNNNNN","4  5  6 9                                                                                          ","","","","8/7/2013 4:07:01 PM","90023674","","NAT STU LN SER","NAT STU LN SER","E","2/10/2005 12:00:00 AM","Y","CR"
"8198","ARROW INSURANCE AGENCY LTD.","","9920  107th  Avenue","FORT ST. JOHN","BC","V1J 2P6","Jolene Coenders","=""0""","7","","99","","XXXXXXX","","","","","12/7/2008 4:53:58 AM","=""00000000""","","ARROW INS. AGCY","ARROW INS. AGCY","E","2/17/2005 12:00:00 AM","Y","CR"
"8199","AUREUS FINANCIAL CORP.","","#1515 1188 West Georgia Street","VANCOUVER","BC","V6E 4A2","Stacey Radcliffe","=""0""","99","","=""06""","","NNNNNN","","","","","8/14/2012 11:03:58 AM","=""00000000""","","AUREUS FIN.CORP","AUREUS FIN.CORP","E","2/17/2005 12:00:00 AM","Y","CR"
"8200","BITS N PCS COMPUTER","","30 Nine Pines Road","KITCHENER","ON","N2E 1L4","Heather Richer","=""0""","99","","=""05""","","NNNNN","","","","","12/7/2008 4:53:58 AM","=""00000000""","","BITS N PCS COMP","BITS N PCS COMP","E","2/17/2005 12:00:00 AM","Y","CR"
"8201","BOLOGNESE & CO. CGA","","295 South Glynde Avenue","BURNABY","BC","V5B 3J5","Silvano Bolognese","=""0""","7","","99","","AAAANNN","","","","","6/14/2013 2:09:06 PM","=""00000000""","","BOLOGNESE & CO.","BOLOGNESE & CO.","E","2/17/2005 12:00:00 AM","Y","CR"
"8202","BRYJON COMMUNICATIONS","","2420 42nd Avenue N.E.","CALGARY","AB","T2E 7T6","Stacey Piasta","=""0""","99","","10","","NNNNNNNNNN","","","","","12/7/2008 4:53:58 AM","=""00000000""","","BRYJON COMMUNIC","BRYJON COMMUNIC","E","2/17/2005 12:00:00 AM","Y","CR"
"8203","CANADA COMPUTERS","","170 Ferrier Street Unit 1","MARKHAM","ON","L3R 2Z5","Jenny Zhong","=""0""","7","","99","","NNNNNNN","","","","","9/23/2013 3:46:00 PM","=""00000000""","","CDA COMPUTERS","CDA COMPUTERS","E","2/17/2005 12:00:00 AM","Y","CR"
"8204","CASEY'S PROPANE INC.","","835 Hwy 7E RR#8","PETERBOROUGH","ON","K9J 6X9","Darlene Howell","=""0""","99","","10","","NNNNNNNNNN","","","","","12/7/2008 4:53:58 AM","90030103","","CASEY'S PROPANE","CASEY'S PROPANE","E","2/17/2005 12:00:00 AM","Y","CR"
